Abbreviation,Description,Neutral formula,Charged formula,Charge,Compartment,KEGG ID,PubChem ID,ChEBI ID,InChI string,SMILES
m00249[c],"1,4-benzothiazine-O-quinonimine",C12H12N2O5S,C12H12N2O5S,0,c,,,,,
m00252[c],"10,11-dihydro-12-epi-LTB4",C20H34O4,C20H34O4,0,c,,,,,
m00252[m],"10,11-dihydro-12-epi-LTB4",C20H34O4,C20H34O4,0,m,,,,,
m00252[p],"10,11-dihydro-12-epi-LTB4",C20H34O4,C20H34O4,0,p,,,,,
m00253[c],"10,11-dihydro-12-oxo-LTB4",C20H32O4,C20H32O4,0,c,,,,,
m00253[m],"10,11-dihydro-12-oxo-LTB4",C20H32O4,C20H32O4,0,m,,,,,
m00253[p],"10,11-dihydro-12-oxo-LTB4",C20H32O4,C20H32O4,0,p,,,,,
m00254[c],"10,11-dihydro-12R-hydroxy-LTC4",C30H49N3O10S,C30H49N3O10S,0,c,,,,,
m00254[m],"10,11-dihydro-12R-hydroxy-LTC4",C30H49N3O10S,C30H49N3O10S,0,m,,,,,
m00254[p],"10,11-dihydro-12R-hydroxy-LTC4",C30H49N3O10S,C30H49N3O10S,0,p,,,,,
m00255[c],"10,11-dihydro-20-dihydroxy-LTB4",C20H34O6,C20H34O6,0,c,,,,,
m00255[r],"10,11-dihydro-20-dihydroxy-LTB4",C20H34O6,C20H34O6,0,r,,,,,
m00256[c],"10,11-dihydro-20-trihydroxy-LTB4",C20H34O7,C20H34O7,0,c,,,,,
m00256[r],"10,11-dihydro-20-trihydroxy-LTB4",C20H34O7,C20H34O7,0,r,,,,,
m00257[c],"10,11-dihydro-LTB4",C20H34O4,C20H34O4,0,c,,,,,
m00257[m],"10,11-dihydro-LTB4",C20H34O4,C20H34O4,0,m,,,,,
m00257[p],"10,11-dihydro-LTB4",C20H34O4,C20H34O4,0,p,,,,,
m00257[r],"10,11-dihydro-LTB4",C20H34O4,C20H34O4,0,r,,,,,
m00258[c],"10,11-dihydro-LTB4-CoA",C41H68N7O19P3S,C41H68N7O19P3S,0,c,,,,,
m00258[m],"10,11-dihydro-LTB4-CoA",C41H68N7O19P3S,C41H68N7O19P3S,0,m,,,,,
m00258[p],"10,11-dihydro-LTB4-CoA",C41H68N7O19P3S,C41H68N7O19P3S,0,p,,,,,
m00258[r],"10,11-dihydro-LTB4-CoA",C41H68N7O19P3S,C41H68N7O19P3S,0,r,,,,,
m00259[c],"10,11-epoxy-(4Z,7Z)-hexadecadienoic acid",C16H26O3,C16H26O3,0,c,,,,,
m00260[c],"10,13,16,19-docosatetraenoic acid",C22H36O2,C22H36O2,0,c,,,,,
m00260[l],"10,13,16,19-docosatetraenoic acid",C22H36O2,C22H36O2,0,l,,,,,
m00260[r],"10,13,16,19-docosatetraenoic acid",C22H36O2,C22H36O2,0,r,,,,,
m00260[s],"10,13,16,19-docosatetraenoic acid",C22H36O2,C22H36O2,0,s,,,,,
m00261[c],"10,13,16,19-docosatetraenoylcarnitine",C29H49NO4,C29H49NO4,0,c,,,,,
m00261[m],"10,13,16,19-docosatetraenoylcarnitine",C29H49NO4,C29H49NO4,0,m,,,,,
m00261[r],"10,13,16,19-docosatetraenoylcarnitine",C29H49NO4,C29H49NO4,0,r,,,,,
m00262[c],"10,13,16,19-docosatetraenoyl-CoA",C43H70N7O17P3S,C43H70N7O17P3S,0,c,,,,,
m00262[m],"10,13,16,19-docosatetraenoyl-CoA",C43H70N7O17P3S,C43H70N7O17P3S,0,m,,,,,
m00262[r],"10,13,16,19-docosatetraenoyl-CoA",C43H70N7O17P3S,C43H70N7O17P3S,0,r,,,,,
m00263[c],"10,13,16-docosatrienoylcarnitine",C29H51NO4,C29H51NO4,0,c,,,,,
m00263[m],"10,13,16-docosatrienoylcarnitine",C29H51NO4,C29H51NO4,0,m,,,,,
m00263[r],"10,13,16-docosatrienoylcarnitine",C29H51NO4,C29H51NO4,0,r,,,,,
m00264[c],"10,13,16-docosatrienoyl-CoA",C43H72N7O17P3S,C43H72N7O17P3S,0,c,,,,,
m00264[m],"10,13,16-docosatrienoyl-CoA",C43H72N7O17P3S,C43H72N7O17P3S,0,m,,,,,
m00264[r],"10,13,16-docosatrienoyl-CoA",C43H72N7O17P3S,C43H72N7O17P3S,0,r,,,,,
m00265[c],"10,13,16-docosatriynoic acid",C22H38O2,C22H38O2,0,c,,,,,
m00265[l],"10,13,16-docosatriynoic acid",C22H38O2,C22H38O2,0,l,,,,,
m00265[r],"10,13,16-docosatriynoic acid",C22H38O2,C22H38O2,0,r,,,,,
m00265[s],"10,13,16-docosatriynoic acid",C22H38O2,C22H38O2,0,s,,,,,
m00268[c],10-formyl-THF-glu(6),C45H58N12O22,C45H58N12O22,0,c,,,,,
m00268[l],10-formyl-THF-glu(6),C45H58N12O22,C45H58N12O22,0,l,,,,,
m00268[m],10-formyl-THF-glu(6),C45H58N12O22,C45H58N12O22,0,m,,,,,
m00268[s],10-formyl-THF-glu(6),C45H58N12O22,C45H58N12O22,0,s,,,,,
m00269[c],10-formyl-THF-glu(7),C50H65N13O25,C50H65N13O25,0,c,,,,,
m00269[l],10-formyl-THF-glu(7),C50H65N13O25,C50H65N13O25,0,l,,,,,
m00269[m],10-formyl-THF-glu(7),C50H65N13O25,C50H65N13O25,0,m,,,,,
m00269[s],10-formyl-THF-glu(7),C50H65N13O25,C50H65N13O25,0,s,,,,,
m00270[c],10-HETE,C20H32O3,C20H32O3,0,c,,,,,
m00270[r],10-HETE,C20H32O3,C20H32O3,0,r,,,,,
m00271[c],10-hydroperoxy-H4-neuroprostane,C22H32O6,C22H32O6,0,c,,,,,
m00272[c],10-hydroxy-D4-neuroprostane,C22H32O5,C22H32O5,0,c,,,,,
m00273[c],10-hydroxy-E4-neuroprostane,C22H32O5,C22H32O5,0,c,,,,,
m00274[c],10-hydroxy-octadec-(12Z)-enoate-9-beta-D-glucuronide,C24H42O10,C24H42O10,0,c,,,,,
m00274[r],10-hydroxy-octadec-(12Z)-enoate-9-beta-D-glucuronide,C24H42O10,C24H42O10,0,r,,,,,
m00275[c],10-peroxy-docosahexaenoate,C22H31O4,C22H31O4,0,c,,,,,
m00278[c],"11,12-dihydroxy-(5E,7E,9E,14Z)-eicosatetraenoate",C20H32O4,C20H32O4,0,c,,,,,
m00281[c],"11,15-cyclo-12,14-cycloperoxy-8-hydroperoxy-(5Z,9E)-eicosadienoate",C20H32O6,C20H32O6,0,c,,,,,
m00282[c],"11,15-cyclo-8,12,14-trihydroxy-(5Z,9E)-eicosadienoic acid",C20H34O5,C20H34O5,0,c,,,,,
m00286[m],11-carboxy-alpha-chromanol,C26H42O4,C26H42O4,0,m,,,,,
m00287[m],11-carboxy-alpha-tocotrienol,C26H38O4,C26H38O4,0,m,,,,,
m00288[m],11-carboxy-gamma-chromanol,C25H40O4,C25H40O4,0,m,,,,,
m00289[m],11-carboxy-gamma-tocotrienol,C25H36O4,C25H36O4,0,m,,,,,
m00297[c],11-HETE,C20H32O3,C20H32O3,0,c,,,,,
m00299[c],11-hydroperoxy-H4-neuroprostane,C22H32O6,C22H32O6,0,c,,,,,
m00300[c],11-hydroxy-D4-neuroprostane,C22H32O5,C22H32O5,0,c,,,,,
m00301[c],11-hydroxy-E4-neuroprostane,C22H32O5,C22H32O5,0,c,,,,,
m00302[c],"11-peroxy-(5Z,8Z,12E,14Z)-eicosatetraenoate",C20H31O4,C20H31O4,0,c,,,,,
m00303[c],11-peroxy-docosahexaenoate,C22H31O4,C22H31O4,0,c,,,,,
m00304[c],11-trans-LTE4,C23H37NO5S,C23H37NO5S,0,c,,,,,
m00307[c],12(S)-HETE,C20H32O3,C20H32O3,0,c,,,,,
m00307[r],12(S)-HETE,C20H32O3,C20H32O3,0,r,,,,,
m00308[c],12(S)-HHT,C17H28O3,C17H28O3,0,c,,,,,
m00310[c],"12,13-epoxy-(6Z,9Z)-octadecadienoic acid",C18H30O3,C18H30O3,0,c,,,,,
m00311[c],"12,13-epoxy-9-alkoxy-(10E)-octadecenoate",C18H31O4,C18H31O4,0,c,,,,,
m00312[c],"12,13-epoxy-9-hydroperoxy-(10E)-octadecenoate",C18H32O5,C18H32O5,0,c,,,,,
m00313[c],"12,13-epoxylinoleic acid-radical",C18H31O3,C18H31O3,0,c,,,,,
m00314[c],"12,13-hydroxyoctadec-9(z)-enoate",C18H34O4,C18H34O4,0,c,,,,,
m00314[r],"12,13-hydroxyoctadec-9(z)-enoate",C18H34O4,C18H34O4,0,r,,,,,
m00315[c],"12,15,18,21-tetracosatetraenoic acid",C24H40O2,C24H40O2,0,c,,,,,
m00315[l],"12,15,18,21-tetracosatetraenoic acid",C24H40O2,C24H40O2,0,l,,,,,
m00315[r],"12,15,18,21-tetracosatetraenoic acid",C24H40O2,C24H40O2,0,r,,,,,
m00315[s],"12,15,18,21-tetracosatetraenoic acid",C24H40O2,C24H40O2,0,s,,,,,
m00316[c],"12,15,18,21-tetracosatetraenoylcarnitine",C31H53NO4,C31H53NO4,0,c,,,,,
m00316[r],"12,15,18,21-tetracosatetraenoylcarnitine",C31H53NO4,C31H53NO4,0,r,,,,,
m00317[c],"12,15,18,21-tetracosatetraenoyl-CoA",C45H74N7O17P3S,C45H74N7O17P3S,0,c,,,,,
m00317[p],"12,15,18,21-tetracosatetraenoyl-CoA",C45H74N7O17P3S,C45H74N7O17P3S,0,p,,,,,
m00317[r],"12,15,18,21-tetracosatetraenoyl-CoA",C45H74N7O17P3S,C45H74N7O17P3S,0,r,,,,,
m00318[c],"12,20-diHETE",C20H32O4,C20H32O4,0,c,,,,,
m00318[r],"12,20-diHETE",C20H32O4,C20H32O4,0,r,,,,,
m00319[c],"12,20-dioxo-LTB4",C20H28O5,C20H28O5,0,c,,,,,
m00320[c],12-epi-LTB4,C20H32O4,C20H32O4,0,c,,,,,
m00321[c],12-hetre,C20H34O3,C20H34O3,0,c,,,,,
m00322[c],12-hydroperoxyeicosatetraenoate-glyceryl-ester,C23H38O6,C23H38O6,0,c,,,,,
m00323[c],12-hydroxy-13-O-D-glucuronoside-octadec-(9Z)-enoate,C24H42O10,C24H42O10,0,c,,,,,
m00323[r],12-hydroxy-13-O-D-glucuronoside-octadec-(9Z)-enoate,C24H42O10,C24H42O10,0,r,,,,,
m00324[r],12-hydroxy-arachidonate,C20H32O3,C20H32O3,0,r,,,,,
m00327[c],12-O-D-glucuronoside-13-hydroxyoctadec-(9Z)-enoate,C24H42O10,C24H42O10,0,c,,,,,
m00327[r],12-O-D-glucuronoside-13-hydroxyoctadec-(9Z)-enoate,C24H42O10,C24H42O10,0,r,,,,,
m00328[c],"12-oxo-10,11-dihydro-20-COOH-LTB4",C20H30O6,C20H30O6,0,c,,,,,
m00328[r],"12-oxo-10,11-dihydro-20-COOH-LTB4",C20H30O6,C20H30O6,0,r,,,,,
m00329[c],12-oxo-20-carboxy-LTB4,C20H28O6,C20H28O6,0,c,,,,,
m00329[r],12-oxo-20-carboxy-LTB4,C20H28O6,C20H28O6,0,r,,,,,
m00330[c],12-oxo-20-dihydroxy-LTB4,C20H30O6,C20H30O6,0,c,,,,,
m00330[r],12-oxo-20-dihydroxy-LTB4,C20H30O6,C20H30O6,0,r,,,,,
m00331[c],12-oxo-20-hydroxy-LTB4,C20H30O5,C20H30O5,0,c,,,,,
m00331[r],12-oxo-20-hydroxy-LTB4,C20H30O5,C20H30O5,0,r,,,,,
m00332[c],12-oxo-20-trihydroxy-LTB4,C20H30O7,C20H30O7,0,c,,,,,
m00332[r],12-oxo-20-trihydroxy-LTB4,C20H30O7,C20H30O7,0,r,,,,,
m00333[c],12-oxo-c-LTB3,C30H47N3O10S,C30H47N3O10S,0,c,,,,,
m00333[m],12-oxo-c-LTB3,C30H47N3O10S,C30H47N3O10S,0,m,,,,,
m00333[p],12-oxo-c-LTB3,C30H47N3O10S,C30H47N3O10S,0,p,,,,,
m00333[r],12-oxo-c-LTB3,C30H47N3O10S,C30H47N3O10S,0,r,,,,,
m00334[c],12-oxoETE,C20H30O3,C20H30O3,0,c,,,,,
m00335[c],"12-peroxy-(5Z,8Z,10E,14Z)-eicosatetraenoate",C20H31O4,C20H31O4,0,c,,,,,
m00338[c],"13,14-dihydro-15-keto-PGD2",C20H32O5,C20H32O5,0,c,,,,,
m00339[c],"13,14-dihydro-15-oxo-lipoxin A4",C20H32O5,C20H32O5,0,c,,,,,
m00340[c],"13,14-dihydro-lipoxin A4",C20H34O5,C20H34O5,0,c,,,,,
m00342[c],"13,16,19-docosatrienoylcarnitine",C29H51NO4,C29H51NO4,0,c,,,,,
m00342[m],"13,16,19-docosatrienoylcarnitine",C29H51NO4,C29H51NO4,0,m,,,,,
m00342[r],"13,16,19-docosatrienoylcarnitine",C29H51NO4,C29H51NO4,0,r,,,,,
m00343[c],"13,16,19-docosatrienoyl-CoA",C43H72N7O17P3S,C43H72N7O17P3S,0,c,,,,,
m00343[m],"13,16,19-docosatrienoyl-CoA",C43H72N7O17P3S,C43H72N7O17P3S,0,m,,,,,
m00343[r],"13,16,19-docosatrienoyl-CoA",C43H72N7O17P3S,C43H72N7O17P3S,0,r,,,,,
m00344[c],13-carboxy-alpha-tocopherol,C29H48O4,C29H48O4,0,c,,,,,
m00344[m],13-carboxy-alpha-tocopherol,C29H48O4,C29H48O4,0,m,,,,,
m00344[r],13-carboxy-alpha-tocopherol,C29H48O4,C29H48O4,0,r,,,,,
m00345[c],13-carboxy-alpha-tocotrienol,C29H42O4,C29H42O4,0,c,,,,,
m00345[m],13-carboxy-alpha-tocotrienol,C29H42O4,C29H42O4,0,m,,,,,
m00345[r],13-carboxy-alpha-tocotrienol,C29H42O4,C29H42O4,0,r,,,,,
m00346[c],13-carboxy-gamma-tocopherol,C28H46O4,C28H46O4,0,c,,,,,
m00346[m],13-carboxy-gamma-tocopherol,C28H46O4,C28H46O4,0,m,,,,,
m00346[r],13-carboxy-gamma-tocopherol,C28H46O4,C28H46O4,0,r,,,,,
m00347[c],13-carboxy-gamma-tocotrienol,C28H40O4,C28H40O4,0,c,,,,,
m00347[m],13-carboxy-gamma-tocotrienol,C28H40O4,C28H40O4,0,m,,,,,
m00347[r],13-carboxy-gamma-tocotrienol,C28H40O4,C28H40O4,0,r,,,,,
m00348[c],13-cis-oxo-retinoate,C20H28O3,C20H28O3,0,c,,,,,
m00349[c],13-cis-retinal,C20H28O,C20H28O,0,c,,,CHEBI:45487,,
m00349[r],13-cis-retinal,C20H28O,C20H28O,0,r,,,CHEBI:45487,,
m00352[r],13-cis-retinoyl-beta-D-glucuronide,C26H36O8,C26H36O8,0,r,,,,,
m00353[c],13-cis-retinoyl-glucuronide,C26H36O8,C26H36O8,0,c,,,,,
m00353[r],13-cis-retinoyl-glucuronide,C26H36O8,C26H36O8,0,r,,,,,
m00353[s],13-cis-retinoyl-glucuronide,C26H36O8,C26H36O8,0,s,,,,,
m00354[c],13-HETE,C20H32O3,C20H32O3,0,c,,,,,
m00355[c],13-hydroperoxy-H4-neuroprostane,C22H32O6,C22H32O6,0,c,,,,,
m00356[c],13-hydroxy-alpha-tocopherol,C29H50O3,C29H50O3,0,c,,,,,
m00356[r],13-hydroxy-alpha-tocopherol,C29H50O3,C29H50O3,0,r,,,,,
m00357[c],13-hydroxy-alpha-tocotrienol,C29H44O3,C29H44O3,0,c,,,,,
m00357[r],13-hydroxy-alpha-tocotrienol,C29H44O3,C29H44O3,0,r,,,,,
m00358[c],13-hydroxy-D4-neuroprostane,C22H32O5,C22H32O5,0,c,,,,,
m00359[c],13-hydroxy-E4-neuroprostane,C22H32O5,C22H32O5,0,c,,,,,
m00360[c],13-hydroxy-gamma-tocopherol,C28H48O3,C28H48O3,0,c,,,,,
m00360[r],13-hydroxy-gamma-tocopherol,C28H48O3,C28H48O3,0,r,,,,,
m00361[c],13-hydroxy-gamma-tocotrienol,C28H42O3,C28H42O3,0,c,,,,,
m00361[r],13-hydroxy-gamma-tocotrienol,C28H42O3,C28H42O3,0,r,,,,,
m00362[c],"13-oxo-(9Z,11E)-tridecadienoate",C13H20O3,C13H20O3,0,c,,,,,
m00363[c],13-oxy-radical-octadecadienoate,C18H31O3,C18H31O3,0,c,,,,,
m00368[c],14-hydroperoxy-H4-neuroprostane,C22H32O6,C22H32O6,0,c,,,,,
m00369[c],14-hydroxy-D4-neuroprostane,C22H32O5,C22H32O5,0,c,,,,,
m00370[c],14-hydroxy-E4-neuroprostane,C22H32O5,C22H32O5,0,c,,,,,
m00371[c],14-hydroxytetradecanoic acid,C14H28O3,C14H28O3,0,c,,,,,
m00371[s],14-hydroxytetradecanoic acid,C14H28O3,C14H28O3,0,s,,,,,
m00372[c],14-peroxy-docosahexaenoate,C22H31O4,C22H31O4,0,c,,,,,
m00373[c],15(R)-HEPE,C20H30O3,C20H30O3,0,c,,,,,
m00373[n],15(R)-HEPE,C20H30O3,C20H30O3,0,n,,,,,
m00373[p],15(R)-HEPE,C20H30O3,C20H30O3,0,p,,,,,
m00373[r],15(R)-HEPE,C20H30O3,C20H30O3,0,r,,,,,
m00374[c],15(R)-HETE,C20H32O3,C20H32O3,0,c,,,,,
m00374[p],15(R)-HETE,C20H32O3,C20H32O3,0,p,,,,,
m00374[r],15(R)-HETE,C20H32O3,C20H32O3,0,r,,,,,
m00375[c],15(R)-HpEPE,C20H30O4,C20H30O4,0,c,,,,,
m00375[n],15(R)-HpEPE,C20H30O4,C20H30O4,0,n,,,,,
m00375[p],15(R)-HpEPE,C20H30O4,C20H30O4,0,p,,,,,
m00375[r],15(R)-HpEPE,C20H30O4,C20H30O4,0,r,,,,,
m00376[c],15(S)-HEPE,C20H30O3,C20H30O3,0,c,,,,,
m00378[c],15(S)-HETrE,C20H34O3,C20H34O3,0,c,,,,,
m00379[c],15(S)-HpEPE,C20H30O4,C20H30O4,0,c,,,,,
m00382[c],"15-deoxy-delta-12,14-PGD2",C20H30O4,C20H30O4,0,c,,,,,
m00384[c],15-deoxy-PGD2,C20H30O4,C20H30O4,0,c,,,,,
m00386[c],15-epi-lipoxin A4,C20H32O5,C20H32O5,0,c,,,,,
m00386[p],15-epi-lipoxin A4,C20H32O5,C20H32O5,0,p,,,,,
m00386[r],15-epi-lipoxin A4,C20H32O5,C20H32O5,0,r,,,,,
m00387[c],15-epi-lipoxin A5,C20H29O5,C20H29O5,0,c,,,,,
m00387[p],15-epi-lipoxin A5,C20H29O5,C20H29O5,0,p,,,,,
m00387[r],15-epi-lipoxin A5,C20H29O5,C20H29O5,0,r,,,,,
m00388[c],15-epi-lipoxin B4,C20H32O5,C20H32O5,0,c,,,,,
m00388[p],15-epi-lipoxin B4,C20H32O5,C20H32O5,0,p,,,,,
m00388[r],15-epi-lipoxin B4,C20H32O5,C20H32O5,0,r,,,,,
m00389[c],15-epi-lipoxin B5,C20H30O5,C20H30O5,0,c,,,,,
m00389[p],15-epi-lipoxin B5,C20H30O5,C20H30O5,0,p,,,,,
m00389[r],15-epi-lipoxin B5,C20H30O5,C20H30O5,0,r,,,,,
m00391[c],15-HpETrE,C20H34O4,C20H34O4,0,c,,,,,
m00394[c],15-oxo-lipoxin A4,C20H30O5,C20H30O5,0,c,,,,,
m00395[c],15-oxo-prostaglandin E2-glyceryl ester,C23H36O7,C23H36O7,0,c,,,,,
m00397[p],16(S)-hydroxy-18-oxo-18-CoA-LTE4,C42H67N8O23P3S2,C42H67N8O23P3S2,0,p,,,,,
m00398[p],"16,18-oxo-18-CoA-dinor-LTE4",C42H65N8O23P3S2,C42H65N8O23P3S2,0,p,,,,,
m00401[p],16e-18-oxo-18-CoA-dinor-LTE4,C42H65N8O22P3S2,C42H65N8O22P3S2,0,p,,,,,
m00404[c],16-peroxy-docosahexaenoate,C22H31O4,C22H31O4,0,c,,,,,
m00407[c],17alpha-hydroxypregnenolone sulfate,C21H32O6S,C21H32O6S,0,c,,,,,
m00410[c],"17beta-estradiol-2,3-quinone",C18H22O3,C18H22O3,0,c,,,,,
m00410[m],"17beta-estradiol-2,3-quinone",C18H22O3,C18H22O3,0,m,,,,,
m00410[p],"17beta-estradiol-2,3-quinone",C18H22O3,C18H22O3,0,p,,,,,
m00410[r],"17beta-estradiol-2,3-quinone",C18H22O3,C18H22O3,0,r,,,,,
m00411[c],"17beta-estradiol-2,3-semiquinone",C18H22O3,C18H22O3,0,c,,,,,
m00411[l],"17beta-estradiol-2,3-semiquinone",C18H22O3,C18H22O3,0,l,,,,,
m00412[c],"17beta-estradiol-3,4-quinone",C18H22O3,C18H22O3,0,c,,,,,
m00412[m],"17beta-estradiol-3,4-quinone",C18H22O3,C18H22O3,0,m,,,,,
m00412[p],"17beta-estradiol-3,4-quinone",C18H22O3,C18H22O3,0,p,,,,,
m00412[r],"17beta-estradiol-3,4-quinone",C18H22O3,C18H22O3,0,r,,,,,
m00413[c],"17beta-estradiol-3,4-semiquinone",C18H22O3,C18H22O3,0,c,,,,,
m00413[l],"17beta-estradiol-3,4-semiquinone",C18H22O3,C18H22O3,0,l,,,,,
m00414[c],17-HETE,C20H32O3,C20H32O3,0,c,,,,,
m00415[c],17-hydroperoxy-H4-neuroprostane,C22H32O6,C22H32O6,0,c,,,,,
m00416[c],17-hydroxy-D4-neuroprostane,C22H32O5,C22H32O5,0,c,,,,,
m00417[c],17-hydroxy-E4-neuroprostane,C22H32O5,C22H32O5,0,c,,,,,
m00418[c],17-peroxy-docosahexaenoate,C22H31O4,C22H31O4,0,c,,,,,
m00419[p],18(R)-hydroxy-20-oxo-20-CoA-LTE4,C44H69N8O23P3S2,C44H69N8O23P3S2,0,p,,,,,
m00420[m],"18,20-dioxo-20-CoA-LTB4",C41H62N7O22P3S,C41H62N7O22P3S,0,m,,,,,
m00420[p],"18,20-dioxo-20-CoA-LTB4",C41H62N7O22P3S,C41H62N7O22P3S,0,p,,,,,
m00421[m],18-CoA-18-oxo-dinor-LTB4,C39H60N7O21P3S,C39H60N7O21P3S,0,m,,,,,
m00421[p],18-CoA-18-oxo-dinor-LTB4,C39H60N7O21P3S,C39H60N7O21P3S,0,p,,,,,
m00422[p],18-COOH-(15E)-dinor-LTE4-CoA,C42H65N8O22P3S2,C42H65N8O22P3S2,0,p,,,,,
m00423[p],18-COOH-(16E)-dinor-LTE5-CoA,C42H58N8O22P3S2,C42H58N8O22P3S2,0,p,,,,,
m00424[m],18-COOH-LTB4,C18H26O6,C18H26O6,0,m,,,,,
m00425[p],18-COOH-LTE4,C21H31NO7S,C21H31NO7S,0,p,,,,,
m00426[c],18-HETE,C20H32O3,C20H32O3,0,c,,,,,
m00428[r],18-hydroxy-arachidonate,C20H32O3,C20H32O3,0,r,,,,,
m00431[c],19-hydroxyandrostenedione,C19H26O3,C19H26O3,0,c,,,,,
m00432[c],19-hydroxytestosterone,C19H28O3,C19H28O3,0,c,,,,,
m00432[r],19-hydroxytestosterone,C19H28O3,C19H28O3,0,r,,,,,
m00432[s],19-hydroxytestosterone,C19H28O3,C19H28O3,0,s,,,,,
m00434[c],19-oxo-testosterone,C19H26O3,C19H26O3,0,c,,,,,
m00436[c],"1-acylglycerol-3P-10,13,16,19-doco",C25H43O7P,C25H43O7P,0,c,,,,,
m00437[c],"1-acylglycerol-3P-10,13,16-docosa",C25H39O7P,C25H39O7P,0,c,,,,,
m00438[c],1-acylglycerol-3P-10-heptade,C20H39O7P,C20H39O7P,0,c,,,,,
m00439[c],"1-acylglycerol-3P-11,14,17-eico",C23H41O7P,C23H41O7P,0,c,,,,,
m00440[c],"1-acylglycerol-3P-11,14-eicosa",C23H43O7P,C23H43O7P,0,c,,,,,
m00441[c],1-acylglycerol-3P-11-docose,C25H49O7P,C25H49O7P,0,c,,,,,
m00442[c],1-acylglycerol-3P-11-eico,C23H45O7P,C23H45O7P,0,c,,,,,
m00443[c],"1-acylglycerol-3P-12,15,18,21-tetra",C27H47O7P,C27H47O7P,0,c,,,,,
m00444[c],"1-acylglycerol-3P-13,16,19-doco",C25H45O7P,C25H45O7P,0,c,,,,,
m00445[c],"1-acylglycerol-3P-13,16-docosa",C25H47O7P,C25H47O7P,0,c,,,,,
m00446[c],1-acylglycerol-3P-13-docose,C25H49O7P,C25H49O7P,0,c,,,,,
m00447[c],1-acylglycerol-3P-13-eicose,C23H45O7P,C23H45O7P,0,c,,,,,
m00448[c],1-acylglycerol-3P-13-octade,C21H41O7P,C21H41O7P,0,c,,,,,
m00449[c],1-acylglycerol-3P-15-tetra,C27H53O7P,C27H53O7P,0,c,,,,,
m00450[c],"1-acylglycerol-3P-4,7,10,13,16,19-doco",C25H39O7P,C25H39O7P,0,c,,,,,
m00451[c],"1-acylglycerol-3P-4,7,10,13,16-docosa",C25H41O7P,C25H41O7P,0,c,,,,,
m00452[c],"1-acylglycerol-3P-5,8,11,14,17-eico",C23H37O7P,C23H37O7P,0,c,,,,,
m00453[c],"1-acylglycerol-3P-5,8,11-eico",C23H41O7P,C23H41O7P,0,c,,,,,
m00454[c],1-acylglycerol-3P-5-tetrade,C17H33O7P,C17H33O7P,0,c,,,,,
m00455[c],"1-acylglycerol-3P-6,9,12,15,18,21-tetra",C27H43O7P,C27H43O7P,0,c,,,,,
m00456[c],"1-acylglycerol-3P-6,9,12,15,18-tetraco",C27H45O7P,C27H45O7P,0,c,,,,,
m00457[c],"1-acylglycerol-3P-6,9,12,15-octa",C21H35O7P,C21H35O7P,0,c,,,,,
m00458[c],"1-acylglycerol-3P-6,9-octa",C21H39O7P,C21H39O7P,0,c,,,,,
m00459[c],"1-acylglycerol-3P-7,10,13,16,19-docosa",C25H41O7P,C25H41O7P,0,c,,,,,
m00460[c],"1-acylglycerol-3P-7,10,13,16-docosa",C25H43O7P,C25H43O7P,0,c,,,,,
m00461[c],1-acylglycerol-3P-7-hexade,C19H37O7P,C19H37O7P,0,c,,,,,
m00462[c],1-acylglycerol-3P-7-octade,C21H41O7P,C21H41O7P,0,c,,,,,
m00463[c],1-acylglycerol-3P-7-tetrade,C17H33O7P,C17H33O7P,0,c,,,,,
m00464[c],"1-acylglycerol-3P-8,11,14,17-eico",C23H39O7P,C23H39O7P,0,c,,,,,
m00465[c],"1-acylglycerol-3P-8,11-eico",C23H43O7P,C23H43O7P,0,c,,,,,
m00466[c],"1-acylglycerol-3P-9,12,15,18,21-tetra",C27H45O7P,C27H45O7P,0,c,,,,,
m00467[c],"1-acylglycerol-3P-9,12,15,18-tetraco",C27H47O7P,C27H47O7P,0,c,,,,,
m00468[c],1-acylglycerol-3P-9-eicose,C23H45O7P,C23H45O7P,0,c,,,,,
m00469[c],1-acylglycerol-3P-9-heptade,C20H39O7P,C20H39O7P,0,c,,,,,
m00470[c],1-acylglycerol-3P-9-octade,C21H41O7P,C21H41O7P,0,c,,,,,
m00471[c],1-acylglycerol-3P-9-tetrade,C17H33O7P,C17H33O7P,0,c,,,,,
m00472[c],1-acylglycerol-3P-arach,C23H39O7P,C23H39O7P,0,c,,,,,
m00474[c],1-acylglycerol-3P-cis-vac,C21H41O7P,C21H41O7P,0,c,,,,,
m00476[c],1-acylglycerol-3P-dihomo-gamma,C23H41O7P,C23H41O7P,0,c,,,,,
m00477[c],1-acylglycerol-3P-docosa,C25H51O7P,C25H51O7P,0,c,,,,,
m00478[c],1-acylglycerol-3P-eico,C23H47O7P,C23H47O7P,0,c,,,,,
m00479[c],1-acylglycerol-3P-gamma-lin,C21H37O7P,C21H37O7P,0,c,,,,,
m00480[c],1-acylglycerol-3P-heneico,C24H49O7P,C24H49O7P,0,c,,,,,
m00481[c],1-acylglycerol-3P-heptade,C20H41O7P,C20H41O7P,0,c,,,,,
m00482[c],1-acylglycerol-3P-hexacosa,C29H59O7P,C29H59O7P,0,c,,,,,
m00483[c],1-acylglycerol-3P-hexecose,C29H57O7P,C29H57O7P,0,c,,,,,
